model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,67736.17,2025-01-29,2025-03-01,Oregon,380.6,0,94.3,6.4,5,163.9,650
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,218174.55,2024-09-27,2024-11-21,Colorado,556.4,0,97.0,10.3,5,153.4,448
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,238162.34,2025-07-20,2025-09-28,Arizona,441.9,0,99.2,5.9,5,150.7,433
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,49427.22,2025-05-29,2025-06-20,Maryland,263.2,0,79.5,4.7,7,152.3,528
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,43227.58,2024-06-26,2024-08-04,California,320.7,0,63.7,1.7,5,158.5,573
Tesla Model S,Plaid,Red Multi-Coat,Electric,Automatic,119516.93,2026-02-09,2026-03-01,New Jersey,403.6,0,90.8,2.4,5,145.7,537
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,48643.16,2024-04-27,2024-06-03,Texas,282.6,0,65.1,8.2,7,159.4,546
Tesla Model S,Performance,Ultra Red,Electric,Automatic,101484.61,2024-06-21,2024-09-07,Maryland,399.2,0,90.9,2.4,5,159.5,435
Tesla Model Y,Performance,Pearl White,Electric,Automatic,63830.58,2025-07-02,2025-09-28,Virginia,311.4,0,75.2,7.6,7,167.2,898
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,218884.91,2024-07-20,2024-08-12,Texas,491.7,0,71.9,5.3,5,156.6,576
Tesla Model Y,Standard Range,Solid Black,Electric,Automatic,52958.76,2025-10-29,2025-11-13,New Jersey,291.4,0,96.0,8.6,7,147.6,787
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,46678.25,2025-03-16,2025-03-28,California,298.7,0,95.6,8.9,5,150.8,564
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,69866.3,2024-08-05,2024-10-02,New York,324.7,0,65.4,7.8,7,163.0,692
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,218839.15,2025-12-02,2026-02-05,Connecticut,571.6,0,76.9,7.1,5,164.4,645
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,68210.97,2024-09-26,2024-11-26,New Jersey,324.7,0,81.6,4.0,7,166.4,607
Tesla Model X,Performance,Solid Black,Electric,Automatic,123530.95,2025-12-28,2026-01-13,California,314.6,0,71.7,11.3,7,169.1,508
Tesla Model Y,Performance,Stealth Grey,Electric,Automatic,56871.73,2026-01-27,2026-03-13,Texas,315.3,0,64.0,2.1,7,161.3,572
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,82816.7,2024-12-24,2024-12-30,Illinois,385.8,0,60.0,6.2,5,161.4,552
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,46266.91,2025-11-29,2026-02-24,Connecticut,275.8,0,68.2,9.2,5,169.8,595
Tesla Model S,Standard Range,Pearl White,Electric,Automatic,116733.66,2024-04-05,2024-04-07,Illinois,403.3,0,97.7,6.6,5,144.1,426
Tesla Model X,Plaid,Midnight Silver Metallic,Electric,Automatic,135667.01,2024-10-23,2024-12-09,Colorado,306.5,0,74.5,0.9,7,168.2,598
Tesla Cybertruck,Performance,Deep Blue Metallic,Electric,Automatic,52207.42,2025-05-03,2025-06-07,Connecticut,349.9,0,76.9,7.4,5,152.3,539
Tesla Cybertruck,Plaid,Solid Black,Electric,Automatic,73293.14,2024-12-11,2025-02-25,Connecticut,371.9,0,97.9,9.4,5,162.2,556
Tesla Model X,Performance,Red Multi-Coat,Electric,Automatic,131388.29,2025-04-15,2025-04-30,Illinois,338.7,0,62.0,10.3,7,156.1,735
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,94878.66,2026-01-13,2026-01-22,Washington,314.4,0,85.3,9.2,7,156.2,561
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,127162.18,2025-08-06,2025-08-08,Oregon,312.4,0,73.3,1.2,7,168.8,869
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,114602.44,2025-06-05,2025-07-20,New York,330.9,0,95.2,8.2,7,167.5,828
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,211552.99,2024-08-12,2024-11-02,Massachusetts,568.0,0,74.5,9.7,5,157.7,570
Tesla Cybertruck,Long Range,Pearl White,Electric,Automatic,68720.4,2025-05-24,2025-08-13,Florida,485.3,0,74.3,10.5,5,157.7,481
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,103654.91,2024-09-23,2024-10-08,Arizona,343.4,0,65.5,9.8,7,152.1,626
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,53457.62,2025-07-04,2025-09-07,Massachusetts,297.7,0,96.9,2.4,5,154.2,617
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,49610.75,2024-05-04,2024-06-10,New Jersey,325.9,0,88.5,5.6,5,162.0,594
Tesla Model X,Plaid,Solid Black,Electric,Automatic,138996.53,2025-09-27,2025-11-27,Connecticut,337.0,0,93.8,9.7,7,140.1,570
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,80232.08,2025-09-13,2025-09-15,Nevada,324.3,0,98.1,1.2,7,161.0,796
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,234505.08,2026-02-28,2026-03-31,Maryland,440.3,0,95.5,10.6,5,148.2,517
Tesla Model X,Performance,Solid Black,Electric,Automatic,105917.49,2025-11-01,2025-11-07,Illinois,332.3,0,99.5,3.6,7,155.8,503
Tesla Roadster,Long Range,Pearl White,Electric,Automatic,220358.87,2025-08-26,2025-10-08,Arizona,514.9,0,87.4,10.9,5,159.2,644
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,47266.84,2024-04-09,2024-06-03,Virginia,299.4,0,63.0,8.0,5,161.7,429
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,108048.77,2025-02-22,2025-03-30,California,356.0,0,80.8,7.6,5,143.7,494
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,44840.38,2025-08-18,2025-10-08,Virginia,300.6,0,89.0,4.2,7,167.3,439
Tesla Roadster,Performance,Pearl White,Electric,Automatic,247950.01,2024-11-29,2025-02-17,Washington,516.2,0,87.2,7.7,5,156.8,622
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,67695.43,2025-12-10,2025-12-16,Washington,273.0,0,64.8,5.0,7,155.6,640
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,52846.65,2025-01-23,2025-03-07,Virginia,331.1,0,74.3,4.8,5,157.8,554
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,55046.59,2026-02-04,2026-03-11,New Jersey,295.2,0,71.0,2.7,7,168.4,471
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,81846.92,2024-05-24,2024-07-31,Massachusetts,342.8,0,82.7,1.0,7,140.7,477
Tesla Model X,Performance,Ultra Red,Electric,Automatic,139298.11,2024-05-04,2024-07-13,New Jersey,345.6,0,68.2,7.0,7,162.2,803
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,118472.56,2024-12-09,2025-01-25,New York,357.6,0,91.0,3.1,5,158.0,502
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,120727.05,2024-09-04,2024-11-28,Oregon,317.0,0,60.7,7.1,7,142.4,811
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,41376.33,2025-05-21,2025-07-10,Washington,287.9,0,88.1,2.0,5,151.1,521
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,41292.88,2024-07-16,2024-08-12,New York,331.1,0,84.7,8.2,5,149.4,587
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,115561.75,2024-10-25,2024-12-13,Massachusetts,324.4,0,88.4,4.0,5,142.9,560
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,125424.16,2024-07-22,2024-09-24,Connecticut,380.1,0,79.4,4.1,5,167.3,650
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,49507.43,2024-05-16,2024-06-26,Maryland,330.4,0,84.3,11.3,5,147.3,610
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,122290.9,2024-12-01,2025-02-01,Colorado,339.1,0,97.2,7.7,7,154.5,580
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,41696.73,2024-07-29,2024-09-15,Maryland,269.4,0,73.8,5.7,5,157.3,584
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,47266.9,2025-08-14,2025-11-11,Texas,281.5,0,99.7,6.4,5,157.5,503
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,74514.88,2025-03-12,2025-03-18,Arizona,452.4,0,81.9,3.3,5,145.1,586
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,54948.52,2024-10-30,2025-01-15,Virginia,279.8,0,97.0,7.5,7,149.1,849
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,44547.84,2024-04-05,2024-06-02,Maryland,276.2,0,75.0,3.5,7,150.6,538
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,236752.93,2024-12-07,2024-12-30,Oregon,511.4,0,99.1,6.2,5,157.2,521
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,42306.54,2024-07-17,2024-10-06,Colorado,292.3,0,82.2,7.4,5,169.5,447
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,121947.36,2025-04-18,2025-06-06,Washington,355.7,0,98.0,5.6,5,148.7,533
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,53785.83,2024-07-04,2024-07-20,Florida,300.5,0,96.5,2.1,5,154.6,592
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,96826.62,2024-09-05,2024-11-28,California,316.2,0,71.9,9.5,7,152.4,741
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,123210.43,2025-12-13,2026-02-19,Colorado,349.8,0,88.3,11.1,5,149.4,448
Tesla Model X,Performance,Red Multi-Coat,Electric,Automatic,88898.07,2025-02-24,2025-05-07,New Jersey,346.1,0,87.2,8.6,7,160.0,840
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,129007.32,2024-07-11,2024-10-02,Illinois,403.8,0,87.4,11.7,5,153.0,535
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,54500.14,2024-04-05,2024-04-20,Texas,466.9,0,77.7,8.2,5,163.6,578
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,65191.16,2024-07-27,2024-10-02,Maryland,282.8,0,62.5,1.8,7,162.0,513
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,91187.1,2024-05-24,2024-08-05,Texas,338.5,0,73.5,9.5,5,162.7,519
Tesla Model X,Long Range,Pearl White,Electric,Automatic,117350.83,2025-03-13,2025-04-18,Massachusetts,325.8,0,69.3,2.9,7,147.3,489
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,218213.38,2024-07-24,2024-09-14,Washington,403.3,0,73.9,7.0,5,150.0,534
Tesla Model S,Performance,Pearl White,Electric,Automatic,94558.24,2025-01-13,2025-02-25,Maryland,359.0,0,85.7,0.7,5,165.3,631
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,110153.53,2025-09-08,2025-09-29,Illinois,321.5,0,74.1,3.8,7,145.1,513
Tesla Roadster,Performance,Solid Black,Electric,Automatic,214244.99,2025-03-28,2025-05-19,Connecticut,439.9,0,67.7,7.3,5,165.2,556
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,82563.39,2026-01-10,2026-03-03,New York,321.9,0,75.3,10.5,7,142.1,761
Tesla Model X,Long Range,Red Multi-Coat,Electric,Automatic,120142.07,2025-11-26,2026-01-07,Colorado,315.7,0,93.2,1.2,7,146.2,865
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,58086.86,2024-03-27,2024-05-04,Massachusetts,311.1,0,78.3,0.6,7,151.6,879
Tesla Model X,Performance,Red Multi-Coat,Electric,Automatic,128917.59,2024-05-09,2024-07-10,Illinois,315.1,0,76.5,6.9,7,168.5,779
Tesla Roadster,Standard Range,Solid Black,Electric,Automatic,244733.37,2025-04-08,2025-06-25,Nevada,614.8,0,95.2,8.0,5,141.4,444
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,47661.96,2024-12-27,2025-03-15,Nevada,302.8,0,83.4,10.2,7,167.9,811
Tesla Model 3,Performance,Solid Black,Electric,Automatic,39877.69,2024-09-26,2024-09-28,Washington,268.6,0,60.7,6.4,5,148.1,503
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,87703.8,2024-11-06,2025-01-04,California,305.5,0,84.5,8.8,7,159.6,678
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,50903.11,2025-08-12,2025-10-01,New Jersey,282.7,0,62.6,4.3,5,140.2,431
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,76147.25,2024-05-18,2024-08-15,Arizona,257.8,0,90.0,1.4,5,156.8,605
Tesla Roadster,Plaid,Red Multi-Coat,Electric,Automatic,212803.75,2026-02-06,2026-02-16,Massachusetts,407.0,0,68.2,2.5,5,161.5,592
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,99777.34,2024-05-15,2024-07-19,Washington,404.0,0,73.3,7.8,5,144.5,441
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,222229.82,2025-05-18,2025-07-13,New Jersey,407.3,0,92.4,8.7,5,142.8,525
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,245460.42,2024-07-27,2024-08-03,Connecticut,442.6,0,71.4,5.9,5,168.7,615
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,229572.8,2026-02-12,2026-03-19,Illinois,598.9,0,97.6,3.9,5,160.9,557
Tesla Model X,Standard Range,Red Multi-Coat,Electric,Automatic,88025.4,2026-02-28,2026-04-06,Massachusetts,343.4,0,95.3,11.4,7,147.9,698
Tesla Roadster,Long Range,Pearl White,Electric,Automatic,212084.38,2025-08-05,2025-10-20,Massachusetts,591.6,0,88.5,8.2,5,155.0,639
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,118889.52,2025-01-29,2025-04-07,New York,375.9,0,96.0,8.3,5,157.4,558
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,101829.36,2025-01-05,2025-01-09,New Jersey,391.5,0,68.1,7.2,5,162.4,600
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,62218.11,2024-05-09,2024-06-19,Washington,314.3,0,78.0,7.4,7,151.9,864
Tesla Model S,Long Range,Solid Black,Electric,Automatic,101886.75,2025-03-07,2025-04-22,Florida,383.5,0,77.0,7.3,5,146.6,492
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,125676.55,2025-09-29,2025-10-05,Massachusetts,402.5,0,94.2,6.7,5,165.4,544
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,121385.15,2026-02-03,2026-02-27,Texas,312.8,0,61.4,5.8,7,147.9,836
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,137699.79,2025-09-20,2025-11-16,Connecticut,317.0,0,71.0,8.8,7,147.8,515
Tesla Cybertruck,Plaid,Solid Black,Electric,Automatic,53576.67,2025-05-19,2025-07-19,Illinois,256.5,0,72.2,5.1,5,144.5,515
Tesla Model 3,Performance,Pearl White,Electric,Automatic,45659.29,2025-02-26,2025-05-26,Oregon,326.2,0,80.6,5.9,5,160.1,598
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,74442.29,2026-03-08,2026-03-17,Connecticut,427.7,0,72.7,7.2,5,142.4,496
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,39023.04,2025-06-18,2025-08-09,Connecticut,269.4,0,67.1,9.4,5,169.5,558
Tesla Model X,Plaid,Solid Black,Electric,Automatic,92745.21,2024-11-28,2025-02-26,Maryland,340.4,0,88.5,10.1,7,140.7,561
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,221333.79,2025-02-09,2025-03-26,Colorado,460.5,0,86.9,2.3,5,163.9,461
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,208477.13,2025-09-08,2025-10-15,Maryland,563.5,0,69.5,2.8,5,165.8,610
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,41839.62,2024-12-18,2025-02-09,Texas,286.7,0,84.5,10.8,5,160.1,542
Tesla Model X,Long Range,Midnight Silver Metallic,Electric,Automatic,102228.77,2024-07-23,2024-10-20,New York,346.2,0,98.2,11.1,7,164.5,800
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,83549.02,2025-02-05,2025-03-23,Massachusetts,350.5,0,83.4,4.4,5,163.3,598
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,41259.99,2025-08-27,2025-10-28,Washington,316.4,0,78.1,10.2,5,169.1,447
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,82407.63,2025-10-24,2025-11-03,Florida,381.7,0,70.1,7.7,5,165.1,575
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,130380.13,2025-03-03,2025-03-09,Oregon,307.7,0,94.6,7.4,7,158.5,841
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,100174.41,2024-09-12,2024-11-12,California,324.3,0,78.3,6.0,7,157.8,465
Tesla Model Y,Performance,Pearl White,Electric,Automatic,63286.49,2024-04-24,2024-07-07,Colorado,314.8,0,93.1,1.6,7,159.7,613
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,65217.21,2024-06-12,2024-06-24,Connecticut,338.2,0,69.7,10.8,5,146.0,438
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,66797.29,2026-03-15,2026-04-25,Connecticut,292.8,0,71.8,0.6,5,170.0,461
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,59784.52,2024-11-06,2024-12-17,Washington,267.4,0,89.8,8.3,7,147.6,878
Tesla Model X,Standard Range,Red Multi-Coat,Electric,Automatic,95800.95,2024-08-01,2024-10-09,Arizona,326.3,0,86.0,5.4,7,156.9,689
Tesla Cybertruck,Performance,Deep Blue Metallic,Electric,Automatic,73786.73,2025-07-21,2025-07-29,California,359.9,0,70.8,4.8,5,147.0,539
Tesla Model 3,Performance,Solid Black,Electric,Automatic,50673.1,2024-05-28,2024-06-29,Arizona,301.4,0,73.8,7.4,5,144.0,525
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,242144.08,2024-12-09,2025-01-01,Massachusetts,560.9,0,73.6,7.6,5,157.7,547
Tesla Roadster,Standard Range,Pearl White,Electric,Automatic,211012.3,2025-03-20,2025-06-01,California,471.9,0,96.1,2.1,5,156.7,443
Tesla Model S,Long Range,Solid Black,Electric,Automatic,82875.32,2025-08-16,2025-09-01,New Jersey,378.4,0,86.1,3.9,5,141.1,555
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,53955.77,2025-05-24,2025-06-19,Arizona,306.4,0,65.0,10.8,5,156.2,554
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,249865.28,2026-01-24,2026-04-23,Florida,435.7,0,87.1,6.6,5,161.4,579
Tesla Model X,Plaid,Pearl White,Electric,Automatic,121191.82,2024-05-12,2024-07-16,California,342.2,0,77.8,1.8,7,146.4,455
Tesla Model 3,Plaid,Solid Black,Electric,Automatic,47686.65,2026-01-12,2026-02-06,Texas,280.2,0,83.4,4.2,5,156.5,550
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,231203.46,2024-12-04,2025-02-23,Texas,556.6,0,62.7,4.1,5,155.2,578
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,59016.22,2025-07-11,2025-07-17,Maryland,288.5,0,68.6,2.4,5,151.9,517
Tesla Model X,Performance,Ultra Red,Electric,Automatic,88287.74,2025-10-13,2025-10-16,Florida,333.3,0,97.4,0.8,7,154.4,871
Tesla Model Y,Long Range,Red Multi-Coat,Electric,Automatic,61700.04,2025-12-25,2026-01-10,Arizona,288.4,0,74.2,3.6,7,167.3,743
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,53353.49,2024-08-15,2024-10-23,New Jersey,263.3,0,66.4,11.5,7,154.9,731
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,231949.66,2025-03-04,2025-03-23,Oregon,614.7,0,69.7,1.3,5,160.1,631
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,48549.0,2024-10-21,2024-11-26,Arizona,279.4,0,67.6,8.2,5,158.9,631
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,43864.5,2025-08-26,2025-10-15,Maryland,284.7,0,64.0,3.0,5,159.0,520
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,42895.17,2025-02-06,2025-02-20,Maryland,289.7,0,87.5,0.6,5,142.6,517
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,47239.7,2024-10-09,2024-10-14,New York,264.8,0,94.1,0.9,7,141.2,665
Tesla Model S,Performance,Solid Black,Electric,Automatic,83254.42,2025-07-04,2025-07-31,New Jersey,391.1,0,93.8,5.1,5,157.2,589
Tesla Cybertruck,Performance,Red Multi-Coat,Electric,Automatic,50841.59,2024-09-16,2024-11-21,Texas,353.8,0,91.1,11.5,5,161.2,461
Tesla Model X,Performance,Ultra Red,Electric,Automatic,114439.82,2025-01-29,2025-02-12,Nevada,339.7,0,79.3,10.7,7,141.4,831
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,57475.29,2025-03-11,2025-06-08,Nevada,450.3,0,61.9,6.8,5,151.0,490
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,76449.26,2024-12-15,2025-03-11,Colorado,256.4,0,82.2,9.6,5,140.5,475
Tesla Model S,Plaid,Pearl White,Electric,Automatic,115794.07,2025-04-20,2025-05-02,Maryland,392.4,0,64.6,1.3,5,158.2,431
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,133494.55,2025-02-25,2025-05-24,California,326.2,0,84.3,10.4,7,169.6,743
Tesla Model X,Performance,Stealth Grey,Electric,Automatic,108193.0,2025-02-06,2025-04-20,Colorado,324.6,0,73.3,11.7,7,158.8,529
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,100109.21,2025-03-27,2025-06-10,New Jersey,335.0,0,98.3,3.7,5,152.5,503
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,240833.21,2024-12-09,2025-03-05,California,479.0,0,66.5,10.4,5,159.7,519
Tesla Model S,Performance,Solid Black,Electric,Automatic,96406.19,2024-04-10,2024-05-22,Washington,345.9,0,88.9,4.1,5,160.8,605
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,208470.85,2025-04-28,2025-05-10,Virginia,616.1,0,85.5,2.7,5,161.3,427
Tesla Model S,Standard Range,Solid Black,Electric,Automatic,81134.36,2024-03-26,2024-04-16,Florida,348.8,0,68.4,8.6,5,165.8,641
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,200249.75,2025-05-29,2025-06-20,Maryland,431.5,0,70.5,7.1,5,152.0,460
Tesla Model X,Long Range,Pearl White,Electric,Automatic,121971.76,2024-05-16,2024-06-22,Oregon,340.0,0,74.7,4.2,7,146.0,485
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,216917.09,2024-10-25,2024-12-21,Maryland,448.2,0,80.3,3.4,5,149.7,564
Tesla Roadster,Performance,Solid Black,Electric,Automatic,222248.95,2024-11-11,2025-01-27,Connecticut,444.5,0,67.2,1.3,5,169.8,463
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,52928.3,2025-12-24,2026-03-05,Maryland,427.3,0,87.4,10.4,5,142.7,514
Tesla Model S,Plaid,Pearl White,Electric,Automatic,129702.32,2024-06-07,2024-09-02,Connecticut,373.1,0,99.0,6.9,5,159.3,547
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,123390.61,2024-04-11,2024-04-24,Illinois,345.8,0,73.2,2.2,7,148.6,691
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,94316.09,2026-02-09,2026-04-07,Colorado,316.7,0,89.1,5.7,7,141.8,853
Tesla Cybertruck,Long Range,Midnight Silver Metallic,Electric,Automatic,59260.43,2024-04-05,2024-06-11,California,411.7,0,81.6,6.3,5,143.6,578
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,206581.5,2025-05-30,2025-08-16,New York,499.0,0,94.6,3.1,5,166.9,643
Tesla Model 3,Performance,Solid Black,Electric,Automatic,42386.93,2025-02-24,2025-05-18,Colorado,327.4,0,60.5,2.3,5,158.1,576
Tesla Model Y,Standard Range,Solid Black,Electric,Automatic,63620.05,2025-10-18,2025-12-04,Illinois,285.1,0,87.9,11.8,7,166.2,472
Tesla Model Y,Performance,Midnight Silver Metallic,Electric,Automatic,56378.94,2024-11-16,2025-01-27,Massachusetts,289.9,0,64.4,9.8,7,158.2,448
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,39558.68,2024-07-07,2024-08-07,Connecticut,279.1,0,86.9,6.2,5,144.1,460
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,241719.13,2024-06-12,2024-08-05,Colorado,592.9,0,69.5,4.7,5,160.6,625
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,109862.09,2025-02-01,2025-04-04,Oregon,372.9,0,95.7,1.5,5,163.9,632
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,100411.39,2024-04-05,2024-06-03,Oregon,315.5,0,65.6,8.5,7,158.2,453
